playerID,awardID,yearID,lgID,tie,notes,
roberda01,Silver Slugger,1969,AL,,OF,
sakamto01,Silver Slugger,1969,NL,,SS,
suzukke05,Silver Slugger,1969,NL,,P,
takadsh01,Silver Slugger,1969,AL,,OF,
takahka05,Silver Slugger,1969,AL,,P,
yamamka08,Silver Slugger,1969,AL,,OF,
yamazhi01,Silver Slugger,1969,NL,,2B,
hiramma02,Cy Young Award,1970,AL,,,
kitarma01,MVP,1970,NL,,,
ohsa01,MVP,1970,AL,,,
satomi02,Rookie of the Year,1970,NL,,,
yazawke01,Rookie of the Year,1970,AL,,,
altmage01,Silver Slugger,1970,NL,,OF,
andomo02,Silver Slugger,1970,AL,,2B,
aritomi01,Silver Slugger,1970,NL,,3B,
ejiriak01,Silver Slugger,1970,AL,,OF,
fujitta03,Silver Slugger,1970,AL,,SS,
harimis01,Silver Slugger,1970,NL,,OF,
hiramma02,Silver Slugger,1970,AL,,P,
kimatta01,Silver Slugger,1970,AL,,C,
kitarma01,Silver Slugger,1970,NL,,P,
nagaito02,Silver Slugger,1970,NL,,OF,
nagassh02,Silver Slugger,1970,AL,,3B,
nakato01,Silver Slugger,1970,AL,,OF,
nomurka03,Silver Slugger,1970,NL,,C,
ohsa01,Silver Slugger,1970,AL,,1B,
osugika01,Silver Slugger,1970,NL,,1B,
sakamto01,Silver Slugger,1970,NL,,SS,
takadsh01,Silver Slugger,1970,AL,,OF,
yamazhi01,Silver Slugger,1970,NL,,2B,
nagaito02,MVP,1971,NL,,,
nagassh02,MVP,1971,AL,,,
minagya01,Rookie of the Year,1971,NL,,,
sekimmi01,Rookie of the Year,1971,AL,,,
altmage01,Silver Slugger,1971,NL,,OF,
aritomi01,Silver Slugger,1971,NL,,3B,
fujitta03,Silver Slugger,1971,AL,,SS,
hiramma02,Silver Slugger,1971,AL,,P,
kadothi01,Silver Slugger,1971,NL,,OF,
kimatta01,Silver Slugger,1971,AL,,C,
kunisya01,Silver Slugger,1971,AL,,2B,
mizutji01,Silver Slugger,1971,AL,,OF,
nagaito02,Silver Slugger,1971,NL,,OF,
nagassh02,Silver Slugger,1971,AL,,3B,
nomurka03,Silver Slugger,1971,NL,,C,
ohsa01,Silver Slugger,1971,AL,,1B,
osugika01,Silver Slugger,1971,NL,,1B,
sakamto01,Silver Slugger,1971,NL,,SS,
shibais01,Silver Slugger,1971,AL,,OF,
takadsh01,Silver Slugger,1971,AL,,OF,
yamadhi03,Silver Slugger,1971,NL,,P,
yamazhi01,Silver Slugger,1971,NL,,2B,
horiuts01,Cy Young Award,1972,AL,,,
fukumyu02,MVP,1972,NL,,,
horiuts01,MVP,1972,AL,,,
katoha01,Rookie of the Year,1972,NL,,,
yasudta02,Rookie of the Year,1972,AL,,,
aritomi01,Silver Slugger,1972,NL,,3B,
fukumyu02,Silver Slugger,1972,NL,,OF,
harimis01,Silver Slugger,1972,NL,,OF,
horiuts01,Silver Slugger,1972,AL,,P,
mimurto01,Silver Slugger,1972,AL,,SS,
motoimi01,Silver Slugger,1972,NL,,2B,
nagaito02,Silver Slugger,1972,NL,,OF,
nagassh02,Silver Slugger,1972,AL,,3B,
nomurka03,Silver Slugger,1972,NL,,C,
ohashyu01,Silver Slugger,1972,NL,,SS,
ohsa01,Silver Slugger,1972,AL,,1B,
osugika01,Silver Slugger,1972,NL,,1B,
shibais01,Silver Slugger,1972,AL,,OF,
sipinjo01,Silver Slugger,1972,AL,,2B,
tabucko01,Silver Slugger,1972,AL,,C,
takadsh01,Silver Slugger,1972,AL,,OF,
wakamts01,Silver Slugger,1972,AL,,OF,
yamadhi03,Silver Slugger,1972,NL,,P,
takahka05,Cy Young Award,1973,AL,,,
nomurka03,MVP,1973,NL,,,
ohsa01,MVP,1973,AL,,,
niimisa01,Rookie of the Year,1973,NL,,,
aritomi01,Silver Slugger,1973,NL,,3B,
ejiriak01,Silver Slugger,1973,AL,,OF,
fujitta03,Silver Slugger,1973,AL,,SS,
fukumyu02,Silver Slugger,1973,NL,,OF,
harimis01,Silver Slugger,1973,NL,,OF,
katohi05,Silver Slugger,1973,NL,,1B,
nagaito02,Silver Slugger,1973,NL,,OF,
nagassh02,Silver Slugger,1973,AL,,3B,
naritfu01,Silver Slugger,1973,NL,,P,
nomurka03,Silver Slugger,1973,NL,,C,
ohashyu01,Silver Slugger,1973,NL,,SS,
ohsa01,Silver Slugger,1973,AL,,1B,
sakurte01,Silver Slugger,1973,NL,,2B,
shibais01,Silver Slugger,1973,AL,,OF,
sipinjo01,Silver Slugger,1973,AL,,2B,
tabucko01,Silver Slugger,1973,AL,,C,
takahka05,Silver Slugger,1973,AL,,P,
wakamts01,Silver Slugger,1973,AL,,OF,
hoshise01,Cy Young Award,1974,AL,,,
kanedto01,MVP,1974,NL,,,
ohsa01,MVP,1974,AL,,,
fujinyu01,Rookie of the Year,1974,AL,,,
mitsuma02,Rookie of the Year,1974,NL,,,
aritomi01,Silver Slugger,1974,NL,,3B,
bufordo01,Silver Slugger,1974,NL,,3B,
fujitta03,Silver Slugger,1974,AL,,SS,
fukumyu02,Silver Slugger,1974,NL,,OF,
harimis01,Silver Slugger,1974,NL,,OF,
horiuts01,Silver Slugger,1974,AL,,P,
jonescl01,Silver Slugger,1974,NL,,1B,
kanedto01,Silver Slugger,1974,NL,,P,
martige01,Silver Slugger,1974,AL,,OF,
murakki01,Silver Slugger,1974,NL,,C,
nagassh02,Silver Slugger,1974,AL,,3B,
ohashyu01,Silver Slugger,1974,NL,,SS,
ohsa01,Silver Slugger,1974,AL,,1B,
suetsto01,Silver Slugger,1974,AL,,OF,
tabucko01,Silver Slugger,1974,AL,,C,
takagmo01,Silver Slugger,1974,AL,,2B,
wakamts01,Silver Slugger,1974,AL,,OF,
yamazhi01,Silver Slugger,1974,NL,,2B,
sotokyo01,Cy Young Award,1975,AL,,,
katohi05,MVP,1975,NL,,,
yamamko05,MVP,1975,AL,,,
yamagta02,Rookie of the Year,1975,NL,,,
aritomi01,Silver Slugger,1975,NL,,3B,
hakuji01,Silver Slugger,1975,NL,,OF,
hirotsu01,Silver Slugger,1975,NL,,OF,
inoehi01,Silver Slugger,1975,AL,,OF,
katohi05,Silver Slugger,1975,NL,,1B,
kinugsa01,Silver Slugger,1975,AL,,3B,
marcabo01,Silver Slugger,1975,NL,,2B,
mimurto01,Silver Slugger,1975,AL,,SS,
nagaito02,Silver Slugger,1975,NL,,OF,
nomurka03,Silver Slugger,1975,NL,,C,
ohashyu01,Silver Slugger,1975,NL,,SS,
ohsa01,Silver Slugger,1975,AL,,1B,
oshitts01,Silver Slugger,1975,AL,,2B,
repozro01,Silver Slugger,1975,AL,,OF,
sasakky01,Silver Slugger,1975,NL,,OF,
sotokyo01,Silver Slugger,1975,AL,,P,
suzukke05,Silver Slugger,1975,NL,,P,
tabucko01,Silver Slugger,1975,AL,,C,
yamamko05,Silver Slugger,1975,AL,,OF,
ikegako01,Cy Young Award,1976,AL,,,
ohsa01,MVP,1976,AL,,,
yamadhi03,MVP,1976,NL,,,
fujitma01,Rookie of the Year,1976,NL,,,
taoya01,Rookie of the Year,1976,AL,,,
fujiwmi01,Silver Slugger,1976,NL,,3B,
fukumyu02,Silver Slugger,1976,NL,,OF,
harimis01,Silver Slugger,1976,AL,,OF,
hirotsu01,Silver Slugger,1976,NL,,OF,
ikegako01,Silver Slugger,1976,AL,,P,
johnsda02,Silver Slugger,1976,AL,,2B,
kadothi01,Silver Slugger,1976,NL,,OF,
kakefma01,Silver Slugger,1976,AL,,3B,
katohi05,Silver Slugger,1976,NL,,1B,
mimurto01,Silver Slugger,1976,AL,,SS,
nomurka03,Silver Slugger,1976,NL,,C,
ohashyu01,Silver Slugger,1976,NL,,SS,
ohsa01,Silver Slugger,1976,AL,,1B,
otata03,Silver Slugger,1976,NL,,,
tabucko01,Silver Slugger,1976,AL,,C,
wakamts01,Silver Slugger,1976,AL,,OF,
yamadhi03,Silver Slugger,1976,NL,,P,
yazawke01,Silver Slugger,1976,AL,,OF,
yoshisa02,Silver Slugger,1976,NL,,2B,
kobaysh01,Cy Young Award,1977,AL,,,
ohsa01,MVP,1977,AL,,,
yamadhi03,MVP,1977,NL,,,
saitoak01,Rookie of the Year,1977,AL,,,
satoyo02,Rookie of the Year,1977,NL,,,
aritomi01,Silver Slugger,1977,NL,,3B,
fukumyu02,Silver Slugger,1977,NL,,OF,
harimis01,Silver Slugger,1977,AL,,OF,
ishiwsh01,Silver Slugger,1977,NL,,SS,
kadothi01,Silver Slugger,1977,NL,,OF,
kakefma01,Silver Slugger,1977,AL,,3B,
katohi05,Silver Slugger,1977,NL,,1B,
katoto01,Silver Slugger,1977,NL,,C,
kimatta01,Silver Slugger,1977,AL,,C,
kobaysh01,Silver Slugger,1977,AL,,P,
konoka01,Silver Slugger,1977,AL,,SS,
leele02,Silver Slugger,1977,NL,,OF,
marcabo01,Silver Slugger,1977,NL,,2B,
ohsa01,Silver Slugger,1977,AL,,1B,
takagmo01,Silver Slugger,1977,AL,,2B,
takaiya01,Silver Slugger,1977,NL,,1B,
wakamts01,Silver Slugger,1977,AL,,OF,
yamadhi03,Silver Slugger,1977,NL,,P,
yamamko05,Silver Slugger,1977,AL,,OF,
matsuhi11,Cy Young Award,1978,AL,,,
wakamts01,MVP,1978,AL,,,
yamadhi03,MVP,1978,NL,,,
murakyu01,Rookie of the Year,1978,NL,,,
sumimi01,Rookie of the Year,1978,AL,,,
doima03,Silver Slugger,1978,NL,,1B,
fukumyu02,Silver Slugger,1978,NL,,OF,
hiltoda01,Silver Slugger,1978,AL,,2B,
kakefma01,Silver Slugger,1978,AL,,3B,
kashiju01,Silver Slugger,1978,NL,,1B,
manuech01,Silver Slugger,1978,AL,,OF,
marcabo01,Silver Slugger,1978,NL,,2B,
mayumak01,Silver Slugger,1978,NL,,SS,
minodko01,Silver Slugger,1978,NL,,OF,
nakazsh02,Silver Slugger,1978,NL,,C,
niurahi01,Silver Slugger,1978,AL,,P,
ohsa01,Silver Slugger,1978,AL,,1B,
oyaak01,Silver Slugger,1978,AL,,C,
sasakky01,Silver Slugger,1978,NL,,OF,
shimaki01,Silver Slugger,1978,NL,,3B,
suzukke05,Silver Slugger,1978,NL,,P,
takahyo02,Silver Slugger,1978,AL,,SS,
wakamts01,Silver Slugger,1978,AL,,OF,
yamamko05,Silver Slugger,1978,AL,,OF,
kobaysh01,Cy Young Award,1979,AL,,,
enatsyu01,MVP,1979,AL,,,
manuech01,MVP,1979,NL,,,
fujiski01,Rookie of the Year,1979,AL,,,
matsuhi09,Rookie of the Year,1979,NL,,,
araihi01,Silver Slugger,1979,NL,,OF,
fukumyu02,Silver Slugger,1979,NL,,OF,
ishiwsh01,Silver Slugger,1979,NL,,SS,
kakefma01,Silver Slugger,1979,AL,,3B,
katohi05,Silver Slugger,1979,NL,,1B,
kimatta01,Silver Slugger,1979,AL,,C,
kobaysh01,Silver Slugger,1979,AL,,P,
kurihsh01,Silver Slugger,1979,NL,,OF,
manuech01,Silver Slugger,1979,NL,,,
marcabo01,Silver Slugger,1979,NL,,2B,
millafe01,Silver Slugger,1979,AL,,2B,
nashima01,Silver Slugger,1979,NL,,C,
ohsa01,Silver Slugger,1979,AL,,1B,
reinbmi01,Silver Slugger,1979,AL,,OF,
shimaki01,Silver Slugger,1979,NL,,3B,
takahyo02,Silver Slugger,1979,AL,,SS,
wakamts01,Silver Slugger,1979,AL,,OF,
yamadhi03,Silver Slugger,1979,NL,,P,
yamamko05,Silver Slugger,1979,AL,,OF,
kidais01,MVP,1980,NL,,,
yamamko05,MVP,1980,AL,,,
kidais01,Rookie of the Year,1980,NL,,,
okadaak02,Rookie of the Year,1980,AL,,,
aritomi01,Silver Slugger,1980,NL,,3B,
egawasu01,Silver Slugger,1980,AL,,P,
fukumyu02,Silver Slugger,1980,NL,,OF,
kidais01,Silver Slugger,1980,NL,,P,
kinugsa01,Silver Slugger,1980,AL,,3B,
kurihsh01,Silver Slugger,1980,NL,,OF,
leele01,Silver Slugger,1980,NL,,1B,
leele02,Silver Slugger,1980,NL,,OF,
manuech01,Silver Slugger,1980,NL,,,
motoimi01,Silver Slugger,1980,AL,,2B,
nashima01,Silver Slugger,1980,NL,,C,
oyaak01,Silver Slugger,1980,AL,,C,
sugiuto03,Silver Slugger,1980,AL,,OF,
takahyo02,Silver Slugger,1980,AL,,SS,
takasno01,Silver Slugger,1980,NL,,SS,
wakamts01,Silver Slugger,1980,AL,,OF,
yamamko05,Silver Slugger,1980,AL,,OF,
yamazhi01,Silver Slugger,1980,NL,,2B,
yazawke01,Silver Slugger,1980,AL,,1B,
nishita04,Cy Young Award,1981,AL,,,
egawasu01,MVP,1981,AL,,,
enatsyu01,MVP,1981,NL,,,
harata02,Rookie of the Year,1981,AL,,,
ishighi02,Rookie of the Year,1981,NL,,,
aritomi01,Silver Slugger,1981,NL,,3B,
egawasu01,Silver Slugger,1981,AL,,P,
fujitta03,Silver Slugger,1981,AL,,1B,
fukumyu02,Silver Slugger,1981,NL,,OF,
ishighi02,Silver Slugger,1981,NL,,SS,
kadothi01,Silver Slugger,1981,NL,,,
kakefma01,Silver Slugger,1981,AL,,3B,
kashiju01,Silver Slugger,1981,NL,,1B,
lyttlji01,Silver Slugger,1981,AL,,OF,
muratch01,Silver Slugger,1981,NL,,P,
nashima01,Silver Slugger,1981,NL,,C,
ochiahi01,Silver Slugger,1981,NL,,2B,
shimama01,Silver Slugger,1981,NL,,OF,
shinoka01,Silver Slugger,1981,AL,,2B,
taoya01,Silver Slugger,1981,AL,,OF,
whitfte01,Silver Slugger,1981,NL,,OF,
yamakka01,Silver Slugger,1981,AL,,C,
yamamko05,Silver Slugger,1981,AL,,OF,
yamasda01,Silver Slugger,1981,AL,,SS,
kitabma01,Cy Young Award,1982,AL,,,
nakaota01,MVP,1982,AL,,,
ochiahi01,MVP,1982,NL,,,
oishida01,Rookie of the Year,1982,NL,,,
tsudats01,Rookie of the Year,1982,AL,,,
araihi01,Silver Slugger,1982,NL,,OF,
fukumyu02,Silver Slugger,1982,NL,,OF,
ishighi02,Silver Slugger,1982,NL,,SS,
kakefma01,Silver Slugger,1982,AL,,3B,
kashiju01,Silver Slugger,1982,NL,,1B,
kitabma01,Silver Slugger,1982,AL,,P,
kudomi01,Silver Slugger,1982,NL,,P,
kurihsh01,Silver Slugger,1982,NL,,OF,
nagaske03,Silver Slugger,1982,AL,,OF,
nakaota01,Silver Slugger,1982,AL,,C,
nakazsh02,Silver Slugger,1982,NL,,C,
ochiahi01,Silver Slugger,1982,NL,,2B,
ontivst01,Silver Slugger,1982,NL,,3B,
shinoka01,Silver Slugger,1982,AL,,2B,
solaito01,Silver Slugger,1982,NL,,OF,
taoya01,Silver Slugger,1982,AL,,OF,
unoma02,Silver Slugger,1982,AL,,SS,
yamamko05,Silver Slugger,1982,AL,,OF,
yazawke01,Silver Slugger,1982,AL,,1B,
endoka01,Cy Young Award,1983,AL,,,
harata02,MVP,1983,AL,,,
higasos01,MVP,1983,NL,,,
futamta01,Rookie of the Year,1983,NL,,,
makihhi01,Rookie of the Year,1983,AL,,,
endoka01,Silver Slugger,1983,AL,,P,
harata02,Silver Slugger,1983,AL,,3B,
higasos01,Silver Slugger,1983,NL,,P,
ishighi02,Silver Slugger,1983,NL,,SS,
kadothi01,Silver Slugger,1983,NL,,,
kagawno01,Silver Slugger,1983,NL,,C,
matsuta13,Silver Slugger,1983,AL,,OF,
mayumak01,Silver Slugger,1983,AL,,2B,
minodko01,Silver Slugger,1983,NL,,OF,
ochiahi01,Silver Slugger,1983,NL,,1B,
oishida01,Silver Slugger,1983,NL,,2B,
ontivst01,Silver Slugger,1983,NL,,3B,
shimama01,Silver Slugger,1983,NL,,OF,
takahyo02,Silver Slugger,1983,AL,,SS,
taoya01,Silver Slugger,1983,AL,,OF,
whitfte01,Silver Slugger,1983,NL,,OF,
yamakka01,Silver Slugger,1983,AL,,C,
yamamko05,Silver Slugger,1983,AL,,OF,
yazawke01,Silver Slugger,1983,AL,,1B,
kinugsa01,MVP,1984,AL,,,
wellsbo01,MVP,1984,NL,,,
fujithi01,Rookie of the Year,1984,NL,,,
kobayta02,Rookie of the Year,1984,AL,,,
cruzto01,Silver Slugger,1984,NL,,OF,
fujithi01,Silver Slugger,1984,NL,,C,
imaiyu01,Silver Slugger,1984,NL,,P,
kinugsa01,Silver Slugger,1984,AL,,3B,
leele02,Silver Slugger,1984,NL,,OF,
minodko01,Silver Slugger,1984,NL,,OF,
ochiahi01,Silver Slugger,1984,NL,,3B,
oishida01,Silver Slugger,1984,NL,,2B,
shinoka01,Silver Slugger,1984,AL,,2B,
takazhi01,Silver Slugger,1984,NL,,OF,
tatsumi01,Silver Slugger,1984,AL,,C,
unoma02,Silver Slugger,1984,AL,,SS,
wakamts01,Silver Slugger,1984,AL,,OF,
wellsbo01,Silver Slugger,1984,NL,,1B,
yamamko05,Silver Slugger,1984,AL,,OF,
yamanka03,Silver Slugger,1984,AL,,P,
yamasry01,Silver Slugger,1984,AL,,OF,
yazawke01,Silver Slugger,1984,AL,,1B,
yumioke01,Silver Slugger,1984,NL,,SS,
komatta02,Cy Young Award,1985,AL,,,
bassra01,MVP,1985,AL,,,
ochiahi01,MVP,1985,NL,,,
kawabju01,Rookie of the Year,1985,AL,,,
kumante01,Rookie of the Year,1985,NL,,,
bassra01,Silver Slugger,1985,AL,,1B,
davisri01,Silver Slugger,1985,NL,,1B,
higasos01,Silver Slugger,1985,NL,,P,
ishighi02,Silver Slugger,1985,NL,,SS,
itots01,Silver Slugger,1985,NL,,C,
kakefma01,Silver Slugger,1985,AL,,3B,
kanamei01,Silver Slugger,1985,NL,,OF,
komatta02,Silver Slugger,1985,AL,,P,
kumante01,Silver Slugger,1985,NL,,OF,
leele02,Silver Slugger,1985,NL,,OF,
mayumak01,Silver Slugger,1985,AL,,OF,
nishino02,Silver Slugger,1985,NL,,2B,
ochiahi01,Silver Slugger,1985,NL,,3B,
okadaak02,Silver Slugger,1985,AL,,2B,
sugiuto03,Silver Slugger,1985,AL,,OF,
takagyu01,Silver Slugger,1985,AL,,SS,
yaegayu01,Silver Slugger,1985,AL,,C,
yamasry01,Silver Slugger,1985,AL,,OF,
yokotma01,Silver Slugger,1985,NL,,OF,
kitabma01,Cy Young Award,1986,AL,,,
furuyhi01,Gold Glove,1986,NL,,3B,
higasos01,Gold Glove,1986,NL,,P,
hiranke02,Gold Glove,1986,AL,,OF,
hiratka02,Gold Glove,1986,AL,,SS,
ishighi02,Gold Glove,1986,NL,,SS,
itots01,Gold Glove,1986,NL,,C,
kinugsa01,Gold Glove,1986,AL,,3B,
kitabma01,Gold Glove,1986,AL,,P,
nagaski02,Gold Glove,1986,AL,,OF,
nakahki01,Gold Glove,1986,AL,,1B,
nishiyo03,Gold Glove,1986,NL,,OF,
shinoka01,Gold Glove,1986,AL,,2B,
tatsumi01,Gold Glove,1986,AL,,C,
tsujiha02,Gold Glove,1986,NL,,2B,
wellsbo01,Gold Glove,1986,NL,,1B,
yamamka04,Gold Glove,1986,NL,,OF,
yamamma05,Gold Glove,1986,NL,,OF,
yashika01,Gold Glove,1986,AL,,OF,
ishighi02,MVP,1986,NL,,,
kitabma01,MVP,1986,AL,,,
kiyohka01,Rookie of the Year,1986,NL,,,
nagadhi01,Rookie of the Year,1986,AL,,,
akiyako01,Silver Slugger,1986,NL,,3B,
araihi01,Silver Slugger,1986,NL,,OF,
bassra01,Silver Slugger,1986,AL,,1B,
cromawa01,Silver Slugger,1986,AL,,OF,
ishighi02,Silver Slugger,1986,NL,,SS,
ishimka01,Silver Slugger,1986,NL,,OF,
itots01,Silver Slugger,1986,NL,,C,
kitabma01,Silver Slugger,1986,AL,,P,
leele01,Silver Slugger,1986,AL,,3B,
ochiahi01,Silver Slugger,1986,NL,,3B,
shinoka01,Silver Slugger,1986,AL,,2B,
takahyo02,Silver Slugger,1986,AL,,SS,
tatsumi01,Silver Slugger,1986,AL,,C,
tsujiha02,Silver Slugger,1986,NL,,2B,
watanhi04,Silver Slugger,1986,NL,,P,
wellsbo01,Silver Slugger,1986,NL,,1B,
yamamko05,Silver Slugger,1986,AL,,OF,
yokotma01,Silver Slugger,1986,NL,,OF,
yoshisa01,Silver Slugger,1986,AL,,OF,
kuwatma01,Cy Young Award,1987,AL,,,
akiyako01,Gold Glove,1987,NL,,OF,
araihi01,Gold Glove,1987,NL,,OF,
harata02,Gold Glove,1987,AL,,3B,
higasos01,Gold Glove,1987,NL,,P,
hiratka02,Gold Glove,1987,AL,,SS,
ishighi02,Gold Glove,1987,NL,,3B,
itots01,Gold Glove,1987,NL,,C,
kuwatma01,Gold Glove,1987,AL,,P,
nagaski02,Gold Glove,1987,AL,,OF,
nakahki01,Gold Glove,1987,AL,,1B,
shimama01,Gold Glove,1987,NL,,OF,
shiraka02,Gold Glove,1987,NL,,2B,
shodako01,Gold Glove,1987,AL,,2B,
takazhi01,Gold Glove,1987,NL,,OF,
wellsbo01,Gold Glove,1987,NL,,1B,
yamakka01,Gold Glove,1987,AL,,C,
yamasry01,Gold Glove,1987,AL,,OF,
yashika01,Gold Glove,1987,AL,,OF,
yumioke01,Gold Glove,1987,NL,,SS,
higasos01,MVP,1987,NL,,,
yamakka01,MVP,1987,AL,,,
araiyu01,Rookie of the Year,1987,AL,,,
awanohi01,Rookie of the Year,1987,NL,,,
akiyako01,Silver Slugger,1987,NL,,OF,
araihi01,Silver Slugger,1987,NL,,OF,
bassra01,Silver Slugger,1987,AL,,1B,
breweto01,Silver Slugger,1987,NL,,OF,
cromawa01,Silver Slugger,1987,AL,,OF,
harata02,Silver Slugger,1987,AL,,3B,
ishighi02,Silver Slugger,1987,NL,,3B,
ishimka01,Silver Slugger,1987,NL,,OF,
itots01,Silver Slugger,1987,NL,,C,
kudoki01,Silver Slugger,1987,NL,,P,
kuwatma01,Silver Slugger,1987,AL,,P,
mizukyo02,Silver Slugger,1987,NL,,SS,
ponceca01,Silver Slugger,1987,AL,,OF,
shinoka01,Silver Slugger,1987,AL,,2B,
shiraka02,Silver Slugger,1987,NL,,2B,
unoma02,Silver Slugger,1987,AL,,SS,
wellsbo01,Silver Slugger,1987,NL,,1B,
yamakka01,Silver Slugger,1987,AL,,C,
yoshisa01,Silver Slugger,1987,AL,,OF,
onoyu02,Cy Young Award,1988,AL,,,
akiyako01,Gold Glove,1988,NL,,OF,
harata02,Gold Glove,1988,AL,,3B,
hikonto01,Gold Glove,1988,AL,,OF,
hiranke02,Gold Glove,1988,NL,,OF,
ishighi02,Gold Glove,1988,NL,,3B,
itots01,Gold Glove,1988,NL,,C,
kiyohka01,Gold Glove,1988,NL,,1B,
kuwatma01,Gold Glove,1988,AL,,P,
nakahki01,Gold Glove,1988,AL,,1B,
nishiyu06,Gold Glove,1988,NL,,P,
shodako01,Gold Glove,1988,AL,,2B,
takazhi01,Gold Glove,1988,NL,,OF,
tatsuka01,Gold Glove,1988,AL,,SS,
tatsumi01,Gold Glove,1988,AL,,C,
tsujiha02,Gold Glove,1988,NL,,2B,
yamasry01,Gold Glove,1988,AL,,OF,
yashika01,Gold Glove,1988,AL,,OF,
kadothi01,MVP,1988,NL,,,
kakuge01,MVP,1988,AL,,,
moriyry01,Rookie of the Year,1988,NL,,,
tatsuka01,Rookie of the Year,1988,AL,,,
akiyako01,Silver Slugger,1988,NL,,OF,
fukurju01,Silver Slugger,1988,NL,,2B,
harata02,Silver Slugger,1988,AL,,3B,
hiranke02,Silver Slugger,1988,NL,,OF,
hiroska01,Silver Slugger,1988,AL,,OF,
ikeyata01,Silver Slugger,1988,AL,,SS,
itots01,Silver Slugger,1988,NL,,C,
kadothi01,Silver Slugger,1988,NL,,,
kiyohka01,Silver Slugger,1988,NL,,1B,
matsuhi08,Silver Slugger,1988,NL,,3B,
nishiyu06,Silver Slugger,1988,NL,,P,
ochiahi01,Silver Slugger,1988,AL,,1B,
onoka03,Silver Slugger,1988,AL,,P,
